id_menage,region,taille_menage,superficie_cultivee_ha,revenu_agricole_fcfa,acces_eau_potable,culture_principale,depend_pluie,precipitation_mm,temperature_moy_c,ndvi,precipitation_norm,ndvi_norm,revenu_norm,superficie_norm,indice_vulnerabilite
MEN00152,Thies,10,7.9,655793,1,Sorgho,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.2929652145654017,0.7789473684210527,0.4
MEN00153,Saint-Louis,4,8.6,1887489,1,Riz,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.9448790433132171,0.8526315789473684,0.37
MEN00154,Kedougou,11,0.8,243488,0,Riz,0,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.07473983170967431,0.03157894736842106,0.69
MEN00155,Matam,4,4.6,306450,0,Maïs,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.10806444954201277,0.431578947368421,0.61
MEN00156,Matam,7,9.1,196450,1,Mil,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.04984349147909815,0.9052631578947368,0.55
MEN00157,Kaffrine,8,4.6,612119,1,Sorgho,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.26984937708867685,0.431578947368421,0.52
MEN00158,Diourbel,5,1.3,1926283,1,Sorgho,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.9654119873776963,0.08421052631578947,0.35
MEN00159,Sedhiou,12,1.9,1067101,1,Maïs,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.5106629038285043,0.14736842105263157,0.66
MEN00160,Saint-Louis,3,9.0,1075706,1,Sorgho,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.5152173705933351,0.8947368421052632,0.28
MEN00161,Thies,10,9.5,1332227,1,Maïs,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.6509891740774889,0.9473684210526315,0.32
MEN00162,Sedhiou,7,2.4,906760,1,Mil,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.4257973889488153,0.19999999999999998,0.52
MEN00163,Kolda,12,3.9,720489,1,Mil,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.3272076064093865,0.35789473684210527,0.44
MEN00164,Kaolack,3,5.9,1538225,0,Sorgho,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.760020091523346,0.5684210526315789,0.62
MEN00165,Kedougou,7,7.9,582593,1,Arachide,0,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.25422181338171673,0.7789473684210527,0.4
MEN00166,Louga,7,6.9,1611896,0,Mil,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.7990127842638277,0.6736842105263158,0.49
MEN00167,Kaolack,10,0.8,865169,0,Mil,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.4037840447052273,0.03157894736842106,0.76
MEN00168,Kaffrine,14,4.4,521097,0,Sorgho,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.22167312213592583,0.41052631578947374,0.83
MEN00169,Ziguinchor,11,9.2,1841627,0,Riz,1,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.9206051380524772,0.9157894736842105,0.48
MEN00170,Tambacounda,7,7.6,810337,0,Maïs,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.37476248495517517,0.7473684210526316,0.45
MEN00171,Diourbel,6,8.7,1618792,1,Sorgho,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.8026627090529356,0.863157894736842,0.41
MEN00172,Thies,9,0.6,1225273,0,Maïs,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.5943804072714801,0.010526315789473682,0.62
MEN00173,Saint-Louis,14,6.9,1325911,1,Riz,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.6476462325218038,0.6736842105263158,0.29
MEN00174,Saint-Louis,6,5.0,1399283,1,Sorgho,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.6864806701126417,0.47368421052631576,0.32
MEN00175,Saint-Louis,4,6.5,1073639,1,Maïs,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.5141233458631892,0.631578947368421,0.32
MEN00176,Diourbel,3,9.5,738298,1,Mil,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.33663357951977235,0.9473684210526315,0.31
MEN00177,Fatick,11,1.8,1051359,1,Sorgho,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.5023309554482643,0.1368421052631579,0.46
MEN00178,Louga,14,7.4,1956847,1,Mil,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.9815889452161956,0.7263157894736842,0.45
MEN00179,Louga,9,9.4,686657,0,Riz,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.3093009568349817,0.9368421052631579,0.52
MEN00180,Sedhiou,10,9.5,1894009,1,Mil,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.9483299582820371,0.9473684210526315,0.48
MEN00181,Ziguinchor,13,3.9,934959,1,Arachide,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.4407225961889619,0.35789473684210527,0.33
MEN00182,Kedougou,10,1.4,544818,0,Mil,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.2342282071014749,0.09473684210526315,0.81
MEN00183,Fatick,5,8.0,530347,0,Sorgho,0,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.22656897542758,0.7894736842105263,0.41
MEN00184,Louga,6,8.2,588633,1,Arachide,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.25741867326080764,0.8105263157894737,0.4
MEN00185,Kaolack,5,9.9,1232913,1,Arachide,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.598424117449668,0.9894736842105264,0.29
MEN00186,Saint-Louis,3,1.8,851288,0,Sorgho,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.3964370890791244,0.1368421052631579,0.71
MEN00187,Dakar,5,3.0,365831,1,Sorgho,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.1394937105486849,0.2631578947368421,0.48
MEN00188,Matam,4,5.0,1731619,1,Sorgho,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.8623799457380671,0.47368421052631576,0.35
MEN00189,Sedhiou,11,2.6,1389972,0,Sorgho,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.6815525306533344,0.2210526315789474,0.78
MEN00190,Sedhiou,13,9.7,227560,1,Maïs,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.06630943698216428,0.9684210526315788,0.61
MEN00191,Saint-Louis,4,5.2,1030217,0,Mil,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.49114088730857214,0.4947368421052632,0.64
MEN00192,Louga,5,1.1,676750,1,Maïs,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.30405736563926083,0.06315789473684212,0.65
MEN00193,Sedhiou,11,6.3,307992,0,Sorgho,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.10888060151776745,0.6105263157894737,0.66
MEN00194,Kolda,10,8.9,967829,1,Maïs,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.4581200770210347,0.8842105263157896,0.34
MEN00195,Kolda,14,1.4,994988,1,Riz,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.4724948315667683,0.09473684210526315,0.46
MEN00196,Diourbel,13,9.3,240788,0,Mil,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.07331077182994823,0.9263157894736843,0.51
MEN00197,Kolda,4,7.6,881497,0,Sorgho,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.41242615200751154,0.7473684210526316,0.37
MEN00198,Louga,11,5.8,1505119,0,Maïs,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.7424977002721566,0.5578947368421052,0.66
MEN00199,Kedougou,13,9.4,986962,0,Riz,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.4682468187539233,0.9368421052631579,0.65
MEN00200,Kaffrine,4,6.0,546145,0,Maïs,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.23493056356828843,0.5789473684210527,0.65
MEN00201,Kedougou,4,3.8,1266573,1,Mil,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.6162397306169198,0.34736842105263155,0.56
MEN00202,Louga,6,8.2,1872418,0,Sorgho,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.9369022427771608,0.8105263157894737,0.6
MEN00203,Dakar,5,3.1,1698888,1,Riz,1,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.8450560350257283,0.2736842105263158,0.52
MEN00204,Dakar,5,8.8,1287661,1,Mil,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.6274012175590176,0.8736842105263158,0.31
MEN00205,Matam,13,9.7,292429,0,Maïs,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.1006433945147389,0.9684210526315788,0.69
MEN00206,Sedhiou,8,2.0,753550,1,Sorgho,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.34470617999591396,0.15789473684210525,0.54
MEN00207,Dakar,5,2.0,1395700,0,Mil,1,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.6845842547241014,0.15789473684210525,0.71
MEN00208,Sedhiou,13,4.5,1373130,1,Maïs,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.6726383726924653,0.42105263157894735,0.6
MEN00209,Fatick,11,1.6,1001594,0,Riz,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.4759912647391648,0.11578947368421054,0.62
MEN00210,Ziguinchor,13,3.4,562460,1,Sorgho,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.24356579021189254,0.30526315789473685,0.37
MEN00211,Dakar,6,3.4,542989,0,Riz,1,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.2332601513533197,0.30526315789473685,0.76
MEN00212,Kaffrine,4,0.6,1666602,1,Arachide,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.827967654552826,0.010526315789473682,0.5
MEN00213,Kolda,11,7.2,1149126,1,Mil,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.5540772136931459,0.7052631578947368,0.35
MEN00214,Kedougou,14,0.9,139303,1,Mil,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.019596645202540126,0.042105263157894736,0.7
MEN00215,Louga,9,5.9,1587927,1,Riz,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.7863264375019187,0.5684210526315789,0.36
MEN00216,Kolda,3,9.7,460444,1,Riz,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.18957061514147164,0.9684210526315788,0.22
MEN00217,Kolda,4,2.8,1334952,1,Sorgho,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.6524314659931384,0.2421052631578947,0.26
MEN00218,Kolda,7,7.6,564670,1,Arachide,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.2447355021875202,0.7473684210526316,0.24
MEN00219,Ziguinchor,13,1.6,1169446,0,Riz,1,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.564832212491677,0.11578947368421054,0.65
MEN00220,Matam,13,8.2,595491,0,Arachide,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.26104848535531194,0.8105263157894737,0.68
MEN00221,Fatick,5,6.2,1694287,0,Arachide,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.8426208111343877,0.6,0.49
MEN00222,Sedhiou,12,7.7,1041422,1,Riz,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.4970714858094354,0.7578947368421053,0.43
MEN00223,Sedhiou,4,5.0,1424110,1,Riz,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.6996211403474415,0.47368421052631576,0.44
MEN00224,Kaffrine,11,1.2,1068344,1,Mil,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.5113208006546153,0.07368421052631578,0.54
MEN00225,Kaffrine,7,1.2,1912463,0,Sorgho,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.9580973179192465,0.07368421052631578,0.77
MEN00226,Sedhiou,12,5.8,1760562,0,Maïs,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.8776989383672938,0.5578947368421052,0.55
MEN00227,Kaffrine,12,5.0,416378,0,Maïs,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.16624729934146804,0.47368421052631576,0.68
MEN00228,Tambacounda,8,9.8,276851,0,Mil,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.09239824829015632,0.9789473684210527,0.46
MEN00229,Matam,10,9.9,1199051,0,Riz,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.5805015894321551,0.9894736842105264,0.61
MEN00230,Kaolack,9,4.4,809607,0,Riz,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.3743761095062122,0.41052631578947374,0.56
MEN00231,Kaffrine,4,5.8,910683,1,Riz,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.4278737600259136,0.5578947368421052,0.48
MEN00232,Kaffrine,4,6.0,396596,1,Riz,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.15577705395600824,0.5789473684210527,0.66
MEN00233,Diourbel,12,7.2,277668,1,Sorgho,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.09283067122413269,0.7052631578947368,0.54
MEN00234,Saint-Louis,8,8.2,1505335,0,Maïs,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.7426120250625347,0.8105263157894737,0.56
MEN00235,Dakar,8,3.4,549194,1,Maïs,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.23654434266950503,0.30526315789473685,0.46
MEN00236,Fatick,5,2.0,720320,0,Sorgho,0,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.32711815784654436,0.15789473684210525,0.49
MEN00237,Saint-Louis,8,8.8,1396105,0,Sorgho,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.6847986137060604,0.8736842105263158,0.56
MEN00238,Diourbel,5,2.2,1553002,0,Maïs,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.7678412833169432,0.17894736842105266,0.51
MEN00239,Kolda,8,6.9,598136,1,Sorgho,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.26244843475600654,0.6736842105263158,0.4
MEN00240,Tambacounda,14,7.9,590739,0,Riz,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.258533339966994,0.7789473684210527,0.62
MEN00241,Kedougou,6,4.0,1296256,1,Maïs,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.6319503915094788,0.3684210526315789,0.56
MEN00242,Tambacounda,9,5.3,977995,0,Arachide,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.4635007521089219,0.5052631578947369,0.48
MEN00243,Kedougou,7,1.0,1107871,1,Sorgho,0,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.5322417080123683,0.05263157894736842,0.47
MEN00244,Matam,11,8.6,697820,0,Arachide,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.31520932551549363,0.8526315789473684,0.67
MEN00245,Sedhiou,11,1.9,1017446,0,Arachide,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.48438143407746775,0.14736842105263157,0.82
MEN00246,Kaffrine,3,4.4,931424,1,Arachide,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.43885158630939464,0.41052631578947374,0.65
MEN00247,Thies,8,2.6,768330,0,Riz,0,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.3525289596338219,0.2210526315789474,0.47
MEN00248,Diourbel,3,3.2,1840136,1,Arachide,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.9198159794300063,0.28421052631578947,0.48
MEN00249,Sedhiou,12,0.5,266148,0,Riz,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.08673334907063472,0.0,0.75
MEN00250,Kedougou,5,5.7,1625121,1,Mil,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.8060125312673009,0.5473684210526316,0.51
MEN00251,Fatick,7,1.7,600043,1,Sorgho,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.2634577744562427,0.12631578947368421,0.5
MEN00252,Thies,4,8.4,1148217,0,Sorgho,0,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.5535960968669714,0.8315789473684211,0.35
MEN00253,Matam,5,3.3,103280,1,Arachide,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.0005303399998094586,0.29473684210526313,0.65
MEN00254,Diourbel,13,6.8,1197826,1,Mil,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.5798532196719091,0.6631578947368421,0.32
MEN00255,Kolda,10,0.9,911348,1,Riz,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.4282257321814758,0.042105263157894736,0.32
MEN00256,Kaffrine,4,3.8,1637088,0,Sorgho,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.812346442223109,0.34736842105263155,0.75
MEN00257,Diourbel,3,3.8,809985,0,Maïs,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.3745761778893738,0.34736842105263155,0.7
MEN00258,Saint-Louis,5,8.2,232331,1,Mil,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.06883463871778396,0.8105263157894737,0.51
MEN00259,Fatick,3,8.0,1957637,0,Riz,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.9820070775513747,0.7894736842105263,0.44
MEN00260,Ziguinchor,9,9.9,1238817,1,Riz,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.6015489950533357,0.9894736842105264,0.21
MEN00261,Tambacounda,13,2.3,848629,0,Riz,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.3950297297383127,0.1894736842105263,0.68
MEN00262,Thies,8,4.7,938906,1,Maïs,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.4428116700205467,0.4421052631578948,0.43
MEN00263,Diourbel,10,7.1,870382,1,Mil,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.4065431888359725,0.6947368421052631,0.49
MEN00264,Thies,9,6.2,1824574,0,Sorgho,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.9115793017084146,0.6,0.48
MEN00265,Kaffrine,4,1.3,1486048,1,Riz,1,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.7324037739883579,0.08421052631578947,0.65
MEN00266,Louga,14,4.5,1546541,1,Riz,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.7644215959529024,0.42105263157894735,0.53
MEN00267,Dakar,14,8.8,839370,1,Riz,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.3901291129137261,0.8736842105263158,0.35
MEN00268,Thies,13,6.6,861918,0,Mil,0,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.4020633507537497,0.6421052631578947,0.4
MEN00269,Kedougou,12,6.9,1018915,0,Arachide,0,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.48515894850832614,0.6736842105263158,0.54
MEN00270,Fatick,13,4.0,902903,0,Sorgho,0,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.42375595044655473,0.3684210526315789,0.44
MEN00271,Saint-Louis,10,9.5,880168,1,Mil,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.4117227369778242,0.9473684210526315,0.29
MEN00272,Ziguinchor,8,4.3,1462227,1,Arachide,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.7197957608791153,0.39999999999999997,0.28
MEN00273,Dakar,14,2.3,1185790,1,Sorgho,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.5734827882969523,0.1894736842105263,0.42
MEN00274,Kaolack,7,7.2,549986,1,Maïs,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.236963533567558,0.7052631578947368,0.38
MEN00275,Thies,5,8.6,1048002,0,Maïs,0,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.5005541576644715,0.8526315789473684,0.36
MEN00276,Tambacounda,13,9.7,770224,1,Mil,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.3535314186753779,0.9684210526315788,0.42
MEN00277,Kaolack,5,7.3,1568466,0,Riz,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.7760260914577152,0.7157894736842105,0.45
MEN00278,Thies,6,8.0,596471,1,Mil,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.2615671811635088,0.7894736842105263,0.4
MEN00279,Ziguinchor,12,4.0,1785400,0,Sorgho,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.8908452306978999,0.3684210526315789,0.41
MEN00280,Thies,7,4.3,1603518,1,Sorgho,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.7945784643851814,0.39999999999999997,0.38
MEN00281,Tambacounda,9,8.3,254666,0,Riz,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.08065613961174031,0.8210526315789475,0.49
MEN00282,Sedhiou,10,7.0,822499,0,Sorgho,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.3811996057911858,0.6842105263157895,0.6
MEN00283,Tambacounda,5,4.6,1920771,0,Mil,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.9624945880973074,0.431578947368421,0.41
MEN00284,Kaolack,5,2.0,1587577,0,Riz,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.7861411889989912,0.15789473684210525,0.68
MEN00285,Kedougou,4,2.9,1431811,1,Arachide,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.7036971366932825,0.25263157894736843,0.57
MEN00286,Louga,11,1.4,1444248,0,Sorgho,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.7102798099244504,0.09473684210526315,0.59
MEN00287,Diourbel,13,6.4,1991632,1,Sorgho,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,1.0,0.6210526315789474,0.26
MEN00288,Kedougou,3,1.3,1445225,1,Arachide,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.7107969178883364,0.08421052631578947,0.59
MEN00289,Louga,13,0.8,1964361,1,Riz,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.9855659659333296,0.03157894736842106,0.56
MEN00290,Fatick,13,4.4,1051150,0,Mil,0,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.5022203356279448,0.41052631578947374,0.42
MEN00291,Sedhiou,9,5.1,527867,1,Sorgho,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.22525635746397976,0.4842105263157894,0.51
MEN00292,Kaffrine,14,3.5,1905180,1,Maïs,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.9542425612140446,0.3157894736842105,0.43
MEN00293,Tambacounda,8,5.4,322683,1,Arachide,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.11665627510778817,0.5157894736842106,0.53
MEN00294,Thies,7,4.8,395441,0,Mil,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.15516573389634764,0.4526315789473684,0.62
MEN00295,Kolda,12,4.5,1914681,0,Riz,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.9592712641463697,0.42105263157894735,0.48
MEN00296,Fatick,5,5.2,1179456,1,Maïs,1,88.08333333333333,28.970000000000002,0.397,1.0,0.44700460829493127,0.5701303196754023,0.4947368421052632,0.4
MEN00297,Sedhiou,3,1.4,924688,1,Arachide,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.43528634655019655,0.09473684210526315,0.53
MEN00298,Louga,8,1.0,690047,1,Sorgho,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.31109522090619335,0.05263157894736842,0.65
MEN00299,Kaolack,11,0.6,325437,1,Arachide,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.11811391618510877,0.010526315789473682,0.65
MEN00300,Matam,8,7.8,867426,0,Maïs,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.4049786329083909,0.7684210526315789,0.52
MEN00301,Louga,11,2.3,1260192,1,Mil,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.6128623857678339,0.1894736842105263,0.59
MEN00302,Ziguinchor,10,7.8,686616,0,Arachide,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.30927925629606734,0.7684210526315789,0.44
MEN00303,Kolda,8,8.1,811113,1,Arachide,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.3751732073502372,0.7999999999999999,0.21
MEN00304,Louga,11,4.3,184420,0,Mil,0,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.04347623579276303,0.39999999999999997,0.64
MEN00305,Matam,8,8.1,1189119,1,Arachide,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.5752447662005109,0.7999999999999999,0.34
